sentiment,tweet_content
0,foe citi hisd hcc bond measur emerg anti make appear wk elect day
1,got love cathol sit lutheran church reform sunday guess cathol push whole pay sin
0,yeah imma vega want dinner dalla friend
1,good morn nigeria day get readi
0,chanc show star tribun new ipad app launch mon look
0,day yesterday wheww may time din napanood ang unoffici segunda mano
-1,sad short dont smell like vanessa anymor sat snif cuz smell like need wash
1,hey pamela oslo tomorrow canada get drink one day
1,wait septemb new season son anarchi start woo hoo
-1,moment last elect prepar mind year leadership may god help nigeria
-1,place acquir jeff carter yet quit
0,rais hand go mass tomorrow
-1,fail see ram play twice mnf falli enough div game isnt til unfrickinr
0,buffon cap itali behind maldini behind leader cannavaro
0,watch live queen south edinburgh cit
1,last tuesday ask greatest england captain ever winner steven gerrard vote place bobbi moor
-1,last episod show tonight leav comedi central idk cheer
-1,jenel lie said alon amp hospnow say weird keiffer
0,come novememb thru januari dont open mouth nfl
-1,may grid till christian keep drive christian pregnanc rape scienc god
0,season open new york knick miami new york friday
0,fill home depot applic matteson alsip orland park homewood amp cal citi need make move way tomorrow
0,hank william sing song monday night rugbi
1,ermahgerd want sunday come alreadi shop spree florida mall ye ye ye
0,harri english hit dude top head tee shot day
0,may person pottstown right
0,someon pick tomorrow morn bring lax
1,even though play troy saturday still wait watch tennesse play
0,serious itun put like entir minut preview second noth know need monday asap
0,someon txt repli get swr relat news tonight young adult church internet
0,hey emil plan parti nintendo consol titl fragil dream last stori klonoa
0,liverpool look activ demba buy claus andi carrol go way januari
1,call babi call bae sorri wait carter way august hellllll yeahhh
-1,would like say sing tomorrow bare voic trina
0,host day parti spartacu friday spi raleigh night
1,best take physic tomorrow
0,tiger wood mistress charg dui may rememb jami junger tiger wood fourth mistress come
0,briefkind morgan share percent bell new york oct reuter kinder morgan inc sha
0,nomine jaswant like meet jayalalithaa august leader also touch
0,saturday zimmerman watch begin
1,kath hope enjoy game last night tomorrow anoth game jlin
-1,practic lion rooki mikel leshour cart field today left leg injuri lion drop like fli
0,repost microsoft subscript rumor may launch appl icloud intern busi time
0,want play homecom weekend beer pong tourney jacki sunday repli per team
1,tomorrow petrolia see walton lol london evan side famili reunion
-1,googl wallet come metropc need sign contract ident stolen joke
0,news day oct michael clark determin see australia via
0,video unsold simpson stamp cost usp million postal servic mark anniversari
-1,fraud fear iebc turn old poll kit elector commiss wednesday said take measur
0,watch eclips katie vampir diari rest night
-1,rudd rain abbott parad kevin rudd may tri spoil julia gillard parti yesterday gatecra
1,hahaha post everydayso worri post hoya pict tomorrow
1,watch sunday harri paul good wellobserv fearsom dri
0,yeah imma vega want dinner dalla friend
-1,respect boehner ask obama move speech thursday
1,seattl portland knit togeth cover california sun san fran kinda love
1,haha cours come pick milan taylor school one friday prepar
-1,one last push sunday week play co cup game midweek nufc never make
0,come eagl club tonight monday night footbal
1,wait highlight thursday night celebr juic
1,believ day older wait see tomorrow fort canning singapor
0,expect lightmoder rain visaya cebu bohol samar amp leyt chanc rain tonight expect fair weather tomorrow
1,hope everyon made time see bull rais straight financi champ banner true dynasti
0,shout girl take walk shame cv tomorrow plan
0,like final shot shine rembrandt may paint john belushi
1,agre tomb raider box art may encourag sign earli tell still classi
1,orang counti armenian festiv go today tomorrow amp laguna hill come enjoy
0,putrajaya say determin recov nfc fund kuala lumpur oct putrajaya said today via
0,ask today everton display qpr could regard cushion job definit one older
1,polit pancak program build next tuesday night welcom come
0,head footloos sunday garner spot left wan tag along
1,hey member miss shot leonard cohen tix morn sunday
1,got bit sun today cant wait tan tan tan weather love
0,littl rock set crowd pic jumbi bay jupit saturday rock thirsti turtl port luci
1,inmarsat swiftbroadband soar new height inmarsat lse isatl lead provid global mobil sat
0,chicago see octob amp king
1,ye mexico nikaragua lma swear idk got even dark
0,go tuesday hous blue see rocki
0,first game jame play latest heat knick year row alway back fort
1,russel howard cuckoo celebr juic famili guy thursday night best night comedi
0,week social media week tomorrow lga host tweeterthon take part follow work
1,got see flight tomorrow denzel greatest actor ever
1,droid bionic thursday never thought day would come
0,wppi vega bound tomorrow sol mayb catch plane
1,verland possibl ahead so better era bounc back last night outing like alway
0,microsoft nokia hold get togeth august august could day see offici annou
-1,predict machin love tonight kermit fuck everi thursday went gon lose cuz work
0,kinder morgan foundat grant educ due month
0,furi brink beat hay vitali tyson furi set face deni boytsov decemb
0,offici nasdaq market open wednesday
0,winter storm watch pocahonta counti sunday night tuesday even inch snow possibl highest elev
0,saw drummer franki heartstr town saturday
0,check senior bowl scouter delight
-1,kobe like eli man
0,master liam bday parti saturday susan block show join live studio rsvp
1,friday love question time answer mani love question possibl card astrolog
0,highlight monday chuck mattress stair hit eleanor around face caus fall stair
0,summerslam preview come fri announc match even tho odd make brief preview
0,seth mcfarlan set host academi award februari think choic
1,get night tonight go see cowboy alien see anyth name like oven door fell
-1,last day bca tomorrow lori say ye dress breast cancer
0,halftim san siro still half produc goal
1,forget get self bettyvirginia park tomorrow kickbal tournament
0,want kandi factori may see new music new seri
0,success winner semifin lost final
-1,centr social justic report gang one year riot polici may exacerb problem
0,shit load type group better call queen tomorrow
0,steve emerson sun explain riot real motiv
1,yell proud son trayvon get acknowledg tomorrow assembl student month thank god
0,daili tweet memori trayvon martin kill day ago may rest peac stay strong famili
1,birthday cake gon song lead quarter count
0,jennif aniston show prada figur fashion bash sun
0,mta say may close citi subway hurrican pack big punch
1,great time tomorrow mayb come belgium
0,come check ufc saturday night wing anderson silvia yushin okami world middl weight championship
-1,go home throw diet start tomorrow
0,ask diehard fsu fan game dook sat amp kinda worri coach cut amp coastal divis lead team
0,tottenham wigan match preview tottenham wigan set meet white hart lane saturday
1,feet first headlamp hope young life saturday
0,multipl report sate appear like draft texa ryan tannehil overal pick
-1,esper without star player youssef msakni first leg champion leagu final ahli saturday
1,great meet sat free wed oct resid leicest squar theatr sort comp
-1,jenel come game tomorrow die
1,gon sta rosa today krissi amp octob jasmin curti khalil ramo amp enriqu gil moa see youuuu
1,interest see cliff avril start told wednesday sure readi obvious
1,thank rachel give tri love book amp saturday kitchen repeat
-1,upset alert acc men soccer maryland wake forest late man earlier red card
1,pretti good night jog beach swim cloth popcorn famili guy excel
0,wisin amp yandel record song ricki martin jlotim indiath reggaeton duo wisin amp yandel announc monday
0,rumour nokia come septemb true
1,cool cool manag get ct sun pic black star avril lawson
0,isl man next thur talk safe hous sign book waterston
0,gov mitch daniel announc indiana suprem court pick time charm femal member panel
0,cba work tonight tommorw sat sun monday
1,new die hard movi come feb look like bruce willi go valentin date
0,psn tuesday assassin creed okami buy assassin creed handl psn today
0,tonight csa announc new sponsor today kai cricket board play kfc minicricket festiv continu tomorrow
0,nap time watch end hart dixi set activ corner tomorrow amp studi genet stuff
1,hope interview tomorrow realli want job
0,show live chicago tomorrow reggi amp boldi block
-1,ohjust turn cardin game thing see state farm commerci kerri woodnot good sign
